0	52
0	226
0	279
0	307
0	358
0	406
0	408
0	457
0	494
0	531
0	549
0	619
0	634
0	766
0	780
0	793
0	836
0	842
0	903
0	961
0	974
0	981
0	1078
0	1156
0	1262
0	1271
0	1280
0	1285
0	1465
0	1490
0	1533
0	1631
0	1655
0	1728
0	1992
0	2110
0	2180
0	2197
0	2210
0	2234
0	2239
0	2319
0	2354
0	2390
0	2521
0	2525
0	2527
0	2625
0	2659
0	2697
0	2828
0	2832
0	2846
0	2847
0	2850
0	2851
0	3013
0	3189
0	3203
0	3240
0	3278
0	3305
0	3320
0	3517
0	3521
0	3548
0	3580
1	939
2	1286
2	1701
2	1734
3	1305
3	2057
3	2379
4	440
4	509
4	914
4	1126
4	1160
4	1174
4	1326
4	2035
4	2647
4	2827
4	3255
5	38
5	396
5	431
5	679
5	835
5	873
5	1068
5	1090
5	1283
5	1588
5	1701
5	1719
5	1737
5	1784
5	1818
5	1982
5	2010
5	2219
5	2245
5	2380
5	2825
5	2902
5	3098
5	3196
5	3230
5	3335
5	3341
5	3352
5	3466
5	3533
6	41
6	601
6	1524
6	2035
6	2888
6	2945
7	2323
7	3525
9	24
9	332
9	521
9	719
9	1096
9	1592
9	2812
10	40
10	43
10	244
10	248
10	322
10	423
10	732
10	761
10	860
10	940
10	1010
10	1192
10	1247
10	1391
10	1472
10	1782
10	2078
10	2174
10	2262
10	2465
10	2526
10	2581
10	2842
10	2933
10	2977
10	3049
10	3160
10	3175
10	3247
10	3286
10	3465
10	3532
12	88
12	335
12	1249
12	1510
12	2794
13	590
13	1416
13	2596
13	2711
15	284
15	699
15	2037
15	2784
15	2791
16	1855
17	732
17	915
17	1175
17	1247
17	3545
18	203
18	485
18	972
18	1065
18	1103
18	1569
18	1666
18	1810
18	2233
18	2276
18	2541
18	3019
18	3052
18	3129
18	3166
18	3192
18	3382
18	3398
18	3533
18	3554
18	3589
19	71
19	110
19	199
19	218
19	422
19	553
19	812
19	913
19	936
19	950
19	1052
19	1157
19	1603
19	1651
19	1911
19	1934
19	1935
19	1954
19	1958
19	2099
19	2160
19	2408
19	2617
19	2683
19	2725
19	2853
19	2903
19	2973
19	3043
19	3277
19	3301
19	3441
19	3566
19	3576
20	90
20	107
20	192
20	950
20	1692
20	3205
20	3296
20	3413
21	897
21	930
21	1037
21	1689
21	2422
22	673
22	699
23	80
23	81
23	128
23	283
23	429
23	601
23	812
23	821
23	992
23	1136
23	1227
23	1229
23	1324
23	1450
23	1524
23	1772
23	1867
23	1880
23	1954
23	2519
23	2591
23	2628
23	2939
23	3088
23	3182
23	3200
23	3254
23	3366
23	3464
24	332
24	521
24	1096
24	1592
24	2131
24	2625
25	317
25	417
25	531
25	702
25	871
25	878
25	961
25	2607
25	2951
25	3170
25	3298
26	619
27	2711
29	42
29	99
29	126
29	144
29	339
29	445
29	556
29	756
29	1331
29	1341
29	1549
29	1663
29	1740
29	1799
29	1815
29	1924
29	1999
29	2054
29	2080
29	2109
29	2117
29	2140
29	2208
29	2211
29	2229
29	2304
29	2536
29	2610
29	2631
29	2720
29	2891
29	2913
29	2963
29	3399
29	3529
29	3553
29	3598
30	134
30	160
30	587
30	593
30	644
30	913
30	962
30	1136
30	1150
30	1365
30	1597
30	1598
30	1728
30	1918
30	1919
30	1920
30	1954
30	2122
30	2153
30	2156
30	2174
30	2248
30	2372
30	2436
30	2445
30	2504
30	3010
30	3032
30	3413
30	3544
31	1064
31	1200
31	1813
31	2151
31	2167
31	2923
31	3344
32	226
32	408
32	417
32	457
32	467
32	549
32	554
32	619
32	628
32	634
32	647
32	716
32	842
32	871
32	921
32	957
32	961
32	983
32	1126
32	1156
32	1271
32	1285
32	1333
32	1483
32	1533
32	1759
32	2110
32	2197
32	2274
32	2354
32	2381
32	2390
32	2411
32	2468
32	2508
32	2625
32	2659
32	2674
32	2697
32	2735
32	2764
32	2812
32	2927
32	2947
32	3013
32	3068
32	3203
32	3320
32	3517
32	3521
32	3539
32	3548
33	57
33	228
33	430
33	610
33	755
33	1018
33	1804
33	1813
33	2883
33	3226
33	3525
34	35
34	587
34	607
34	950
34	1319
34	2153
34	2162
34	2474
34	3500
35	118
35	298
35	587
35	607
35	710
35	950
35	997
35	1319
35	1382
35	1456
35	1532
35	1570
35	1650
35	1702
35	1703
35	1747
35	1753
35	1848
35	2070
35	2122
35	2153
35	2156
35	2162
35	2179
35	2416
35	2434
35	2474
35	2570
35	3134
35	3500
36	736
36	3226
37	271
37	577
37	625
37	723
37	1087
37	1409
37	1704
37	1766
37	1767
37	1846
37	1869
37	1918
37	2075
37	2250
37	2777
37	2856
37	2984
37	3093
37	3182
37	3209
37	3463
38	431
38	462
38	569
38	744
38	835
38	873
38	875
38	1068
38	1090
38	1143
38	1257
38	1283
38	1371
38	1397
38	1467
38	1588
38	1701
38	1722
38	1737
38	1757
38	1784
38	1818
38	1916
38	1955
38	1982
38	2219
38	2245
38	2260
38	2278
38	2380
